polymorphism	O
Q460R	B-SequenceVariant
)	O
showed	O
the	O
strongest	O
association	O
and	O
has	O
been	O
postulated	O
to	O
be	O
pathogenically	O
relevant	O
.	O

We	O
have	O
investigated	O
this	O
gene	O
in	O
a	O
large	O
UK	O
case	O
-	O
control	O
sample	O
(	O
bipolar	B-DiseaseOrPhenotypicFeature
I	I-DiseaseOrPhenotypicFeature
disorder	I-DiseaseOrPhenotypicFeature
N	O
=	O
687	O
,	O
unipolar	B-DiseaseOrPhenotypicFeature
recurrent	I-DiseaseOrPhenotypicFeature
major	I-DiseaseOrPhenotypicFeature
depression	I-DiseaseOrPhenotypicFeature
N	O
=	O
1	O
,	O
036	O
,	O
controls	O
N	O
=	O
1	O
,	O
204	O
)	O
.	O

Neither	O
rs2230912	B-SequenceVariant
nor	O
any	O
of	O
8	O
other	O
SNPs	O
genotyped	O
across	O
P2RX7	B-GeneOrGeneProduct
was	O
found	O
to	O
be	O
associated	O
with	O
mood	B-DiseaseOrPhenotypicFeature
disorder	I-DiseaseOrPhenotypicFeature
in	O
general	O
,	O
nor	O
specifically	O
with	O
bipolar	B-DiseaseOrPhenotypicFeature
or	I-DiseaseOrPhenotypicFeature
unipolar	I-DiseaseOrPhenotypicFeature
disorder	I-DiseaseOrPhenotypicFeature
.	O

Further	O
,	O
sequencing	O
of	O
our	O
two	O
chromosome	O
12	O
-	O
linked	O
bipolar	O
-	O
Darier	O
families	O
showed	O
no	O
evidence	O
of	O
rare	O
variants	O
at	O
P2RX7	B-GeneOrGeneProduct
that	O
could	O
explain	O
the	O
linkage	O
.	O

Our	O
data	O
do	O
not	O
provide	O
support	O
for	O
rs2230912	B-SequenceVariant
or	O
the	O
other	O
polymorphisms	O
studied	O
within	O
the	O
P2RX7	B-GeneOrGeneProduct
locus	O
,	O
being	O
involved	O
in	O
susceptibility	O
to	O
mood	B-DiseaseOrPhenotypicFeature
disorders	I-DiseaseOrPhenotypicFeature
.	O
Pilocarpine	B-ChemicalEntity
seizures	B-DiseaseOrPhenotypicFeature
cause	O
age	O
-	O
dependent	O
impairment	B-DiseaseOrPhenotypicFeature
in	I-DiseaseOrPhenotypicFeature
auditory	I-DiseaseOrPhenotypicFeature
location	I-DiseaseOrPhenotypicFeature
discrimination	I-DiseaseOrPhenotypicFeature
.	O

Children	O
who	O
have	O
status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
have	O
continuous	O
or	O
rapidly	O
repeating	O
seizures	B-DiseaseOrPhenotypicFeature
that	O
may	O
be	O
life	O
-	O
threatening	O
and	O
may	O
cause	O
life	O
-	O
long	O
changes	O
in	O
brain	O
and	O
behavior	O
.	O

The	O
extent	O
to	O
which	O
status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
causes	O
deficits	B-DiseaseOrPhenotypicFeature
in	I-DiseaseOrPhenotypicFeature
auditory	I-DiseaseOrPhenotypicFeature
discrimination	I-DiseaseOrPhenotypicFeature
is	O
unknown	O
.	O

A	O
naturalistic	O
auditory	O
location	O
discrimination	O
method	O
was	O
used	O
to	O
evaluate	O
this	O
question	O
using	O
an	O
animal	O
model	O
of	O
status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
.	O

Male	O
Sprague	O
-	O
Dawley	O
rats	B-OrganismTaxon
were	O
injected	O
with	O
saline	O
on	O
postnatal	O
day	O
(	O
P	O
)	O
20	O
,	O
or	O
a	O
convulsant	O
dose	O
of	O
pilocarpine	B-ChemicalEntity
on	O
P20	O
or	O
P45	O
.	O

Pilocarpine	B-ChemicalEntity
on	O
either	O
day	O
induced	O
status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
;	O
status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
at	O
P45	O
resulted	O
in	O
CA3	B-CellLine
cell	O
loss	O
and	O
spontaneous	O
seizures	B-DiseaseOrPhenotypicFeature
,	O
whereas	O
P20	O
rats	B-OrganismTaxon
had	O
no	O
cell	O
loss	O
or	O
spontaneous	O
seizures	B-DiseaseOrPhenotypicFeature
.	O

Mature	O
rats	B-OrganismTaxon
were	O
trained	O
with	O
sound	O
-	O
source	O
location	O
and	O
sound	O
-	O
silence	O
discriminations	O
.	O

Control	O
(	O
saline	O
P20	O
)	O
rats	B-OrganismTaxon
acquired	O
both	O
discriminations	O
immediately	O
.	O

In	O
status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
(	O
P20	O
)	O
rats	B-OrganismTaxon
,	O
acquisition	O
of	O
the	O
sound	O
-	O
source	O
location	O
discrimination	O
was	O
moderately	O
impaired	O
.	O

Status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
(	O
P45	O
)	O
rats	B-OrganismTaxon
failed	O
to	O
acquire	O
either	O
sound	O
-	O
source	O
location	O
or	O
sound	O
-	O
silence	O
discriminations	O
.	O

Status	B-DiseaseOrPhenotypicFeature
epilepticus	I-DiseaseOrPhenotypicFeature
in	O
rat	B-OrganismTaxon
causes	O
an	O
age	O
-	O
dependent	O
,	O
long	O
-	O
term	O
impairment	B-DiseaseOrPhenotypicFeature
in	I-DiseaseOrPhenotypicFeature
auditory	I-DiseaseOrPhenotypicFeature
discrimination	I-DiseaseOrPhenotypicFeature
.	O

This	O
impairment	O
may	O
explain	O
one	O
cause	O
of	O
impaired	B-DiseaseOrPhenotypicFeature
auditory	I-DiseaseOrPhenotypicFeature
location	I-DiseaseOrPhenotypicFeature
discrimination	I-DiseaseOrPhenotypicFeature
in	O
humans	B-OrganismTaxon
.	O
The	O
first	O
founder	O
DGUOK	B-GeneOrGeneProduct
mutation	O
associated	O
with	O
hepatocerebral	B-DiseaseOrPhenotypicFeature
mitochondrial	I-DiseaseOrPhenotypicFeature
DNA	I-DiseaseOrPhenotypicFeature
depletion	I-DiseaseOrPhenotypicFeature
syndrome	I-DiseaseOrPhenotypicFeature
.	O

Deoxyguanosine	B-DiseaseOrPhenotypicFeature
kinase	I-DiseaseOrPhenotypicFeature
(	O
dGK	I-DiseaseOrPhenotypicFeature
)	O
deficiency	I-DiseaseOrPhenotypicFeature
is	O
a	O
frequent	O
cause	O
of	O
mitochondrial	B-DiseaseOrPhenotypicFeature
DNA	I-DiseaseOrPhenotypicFeature
depletion	I-DiseaseOrPhenotypicFeature
associated	O
with	O
a	O
hepatocerebral	O
phenotype	O
.	O

In	O
this	O
study	O
,	O
we	O
describe	O
a	O
new	O
splice	O
site	O
mutation	O
in	O
the	O
DGUOK	B-GeneOrGeneProduct
gene	O
and	O
the	O
clinical	O
,	O
radiologic	O
,	O
and	O
genetic	O
features	O
of	O
these	O
DGUOK	B-GeneOrGeneProduct
patients	B-OrganismTaxon
.	O

This	O
new	O
DGUOK	B-GeneOrGeneProduct
homozygous	O
mutation	O
(	O
c	B-SequenceVariant
.	O
444	I-SequenceVariant
-	O
62C	I-SequenceVariant
>	O
A	I-SequenceVariant
)	O
was	O
identified	O
in	O
three	O
patients	B-OrganismTaxon
from	O
two	O
North	O
-	O
African	O
consanguineous	O
families	O
with	O
combined	O
respiratory	B-DiseaseOrPhenotypicFeature
chain	I-DiseaseOrPhenotypicFeature
deficiencies	I-DiseaseOrPhenotypicFeature
and	O
mitochondrial	B-DiseaseOrPhenotypicFeature
DNA	I-DiseaseOrPhenotypicFeature
depletion	I-DiseaseOrPhenotypicFeature
in	O
the	O
liver	O
.	O

Brain	O
MRIs	O
are	O
normal	O
in	O
DGUOK	B-GeneOrGeneProduct
patients	B-OrganismTaxon
in	O
the	O
literature	O
.	O

Interestingly	O
,	O
we	O
found	O
subtentorial	B-DiseaseOrPhenotypicFeature
abnormal	I-DiseaseOrPhenotypicFeature
myelination	I-DiseaseOrPhenotypicFeature
and	O
moderate	B-DiseaseOrPhenotypicFeature
hyperintensity	I-DiseaseOrPhenotypicFeature
in	O
the	O
bilateral	O
pallidi	O
in	O
our	O
patients	B-OrganismTaxon
.	O

This	O
new	O
mutation	O
creates	O
a	O
cryptic	O
splice	O
site	O
in	O
intron	O
3	O
(	O
in	O
position	O
-	O
62	O
)	O
and	O
is	O
predicted	O
to	O
result	O
in	O
a	O
larger	O
protein	O
with	O
an	O
in	O
-	O
frame	O
insertion	O
of	O
20	O
amino	O
acids	O
.	O

In	O
silico	O
analysis	O
of	O
the	O
putative	O
impact	O
of	O
the	O
insertion	O
shows	O
serious	O
clashes	O
in	O
protein	O
conformation	O
:	O
this	O
insertion	O
disrupts	O
the	O
alpha5	O
helix	O
of	O
the	O
dGK	B-GeneOrGeneProduct
kinase	O
domain	O
,	O
rendering	O
the	O
protein	O
unable	O
to	O
bind	O
purine	O
deoxyribonucleosides	B-ChemicalEntity
.	O

In	O
addition	O
,	O
a	O
common	O
haplotype	O
that	O
segregated	O
with	O
the	O
disease	O
in	O
both	O
families	O
was	O
detected	O
by	O
haplotype	O
reconstruction	O
with	O
10	O
markers	O
(	O
microsatellites	O
and	O
SNPs	O
)	O
,	O
which	O
span	O
4	O
.	O
6	O
Mb	O
of	O
DNA	O
covering	O
the	O
DGUOK	B-GeneOrGeneProduct
locus	O
.	O

In	O
conclusion	O
,	O
we	O
report	O
a	O
new	O
DGUOK	B-GeneOrGeneProduct
splice	O
site	O
mutation	O
that	O
provide	O
insight	O
into	O
a	O
critical	O
protein	O
domain	O
(	O
dGK	B-GeneOrGeneProduct
kinase	O
domain	O
)	O
and	O
the	O
first	O
founder	O
mutation	O
in	O
a	O
North	O
-	O
African	O
population	O
.	O
Atypical	O
GH	B-DiseaseOrPhenotypicFeature
insensitivity	I-DiseaseOrPhenotypicFeature
syndrome	I-DiseaseOrPhenotypicFeature
and	O
severe	O
insulin	B-DiseaseOrPhenotypicFeature
-	O
like	I-DiseaseOrPhenotypicFeature
growth	I-DiseaseOrPhenotypicFeature
factor	I-DiseaseOrPhenotypicFeature
-	O
I	I-DiseaseOrPhenotypicFeature
deficiency	I-DiseaseOrPhenotypicFeature
resulting	O
from	O
compound	O
heterozygous	O
mutations	O
of	O
the	O
GH	B-GeneOrGeneProduct
receptor	I-GeneOrGeneProduct
,	O
including	O
a	O
novel	O
frameshift	O
mutation	O
affecting	O
the	O
intracellular	O
domain	O
.	O

BACKGROUND	O
/	O
AIMS	O
:	O
GH	B-DiseaseOrPhenotypicFeature
insensitivity	I-DiseaseOrPhenotypicFeature
and	O
IGF	B-DiseaseOrPhenotypicFeature
deficiency	I-DiseaseOrPhenotypicFeature
may	O
result	O
from	O
aberrations	O
of	O
the	O
GH	B-GeneOrGeneProduct
receptor	I-GeneOrGeneProduct
(	O
GHR	B-GeneOrGeneProduct
)	O
.	O

We	O
describe	O
a	O
4	O
-	O
year	O
-	O
old	O
child	O
with	O
modest	O
growth	B-DiseaseOrPhenotypicFeature
failure	I-DiseaseOrPhenotypicFeature
and	O
normal	O
serum	O
concentrations	O
of	O
GH	B-GeneOrGeneProduct
-	O
binding	I-GeneOrGeneProduct
protein	I-GeneOrGeneProduct
(	O
GHBP	B-GeneOrGeneProduct
)	O
,	O
but	O
clinical	O
evidence	O
of	O
GH	B-DiseaseOrPhenotypicFeature
insensitivity	I-DiseaseOrPhenotypicFeature
.	O

METHOD	O
:	O
Serum	O
and	O
DNA	O
samples	O
from	O
the	O
proband	O
and	O
his	O
parents	O
were	O
analyzed	O
.	O

RESULTS	O
:	O
The	O
child	O
had	O
a	O
height	O
of	O
-	O
4	O
SD	O
,	O
elevated	O
serum	O
GH	B-GeneOrGeneProduct
concentrations	O
,	O
abnormally	O
low	O
serum	O
IGF	B-GeneOrGeneProduct
-	O
I	I-GeneOrGeneProduct
and	O
IGFBP	B-GeneOrGeneProduct
-	O
3	I-GeneOrGeneProduct
concentrations	O
and	O
normal	O
GHBP	B-GeneOrGeneProduct
concentrations	O
.	O

DNA	O
analysis	O
revealed	O
compound	O
heterozygosity	O
for	O
mutations	O
of	O
GHR	B-GeneOrGeneProduct
,	O
including	O
a	O
previously	O
reported	O
R211H	B-SequenceVariant
mutation	O
and	O
a	O
novel	O
duplication	O
of	O
a	O
nucleotide	O
in	O
exon	O
9	O
(	O
899dupC	B-SequenceVariant
)	O
,	O
the	O
latter	O
resulting	O
in	O
a	O
frameshift	O
and	O
a	O
premature	O
stop	O
codon	O
.	O

Treatment	O
with	O
recombinant	O
DNA	O
-	O
derived	O
IGF	B-GeneOrGeneProduct
-	O
I	I-GeneOrGeneProduct
resulted	O
in	O
growth	O
acceleration	O
.	O

CONCLUSION	O
:	O
Mutations	O
affecting	O
the	O
intracellular	O
domain	O
of	O
the	O
GHR	B-GeneOrGeneProduct
can	O
result	O
in	O
GH	B-DiseaseOrPhenotypicFeature
insensitivity	I-DiseaseOrPhenotypicFeature
and	O
IGF	B-DiseaseOrPhenotypicFeature
deficiency	I-DiseaseOrPhenotypicFeature
,	O
despite	O
normal	O
serum	O
concentrations	O
of	O
GHBP	B-GeneOrGeneProduct
.	O

The	O
presence	O
of	O
clinical	O
and	O
biochemical	O
evidence	O
of	O
GH	B-GeneOrGeneProduct
resistance	O
is	O
sufficient	O
to	O
consider	O
the	O
possibility	O
of	O
aberrations	O
of	O
the	O
GHR	B-GeneOrGeneProduct
,	O
even	O
in	O
the	O
presence	O
of	O
normal	O
serum	O
GHBP	B-GeneOrGeneProduct
concentrations	O
.	O
Safety	O
of	O
capecitabine	B-ChemicalEntity
:	O
a	O
review	O
.	O

IMPORTANCE	O
OF	O
THE	O
FIELD	O
:	O
Fluoropyrimidines	B-ChemicalEntity
,	O
in	O
particular	O
5	B-ChemicalEntity
-	O
fluorouracil	I-ChemicalEntity
(	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
)	O
,	O
have	O
been	O
the	O
mainstay	O
of	O
treatment	O
for	O
several	O
solid	O
tumors	B-DiseaseOrPhenotypicFeature
,	O
including	O
colorectal	B-DiseaseOrPhenotypicFeature
,	O
breast	I-DiseaseOrPhenotypicFeature
and	I-DiseaseOrPhenotypicFeature
head	I-DiseaseOrPhenotypicFeature
and	I-DiseaseOrPhenotypicFeature
neck	I-DiseaseOrPhenotypicFeature
cancers	I-DiseaseOrPhenotypicFeature
,	O
for	O
>	O
40	O
years	O
.	O

AREAS	O
COVERED	O
IN	O
THIS	O
REVIEW	O
:	O
This	O
article	O
reviews	O
the	O
pharmacology	O
and	O
efficacy	O
of	O
capecitabine	B-ChemicalEntity
with	O
a	O
special	O
emphasis	O
on	O
its	O
safety	O
.	O

WHAT	O
THE	O
READER	O
WILL	O
GAIN	O
:	O
The	O
reader	O
will	O
gain	O
better	O
insight	O
into	O
the	O
safety	O
of	O
capecitabine	B-ChemicalEntity
in	O
special	O
populations	O
such	O
as	O
patients	B-OrganismTaxon
with	O
advanced	O
age	O
,	O
renal	B-DiseaseOrPhenotypicFeature
and	I-DiseaseOrPhenotypicFeature
kidney	I-DiseaseOrPhenotypicFeature
disease	I-DiseaseOrPhenotypicFeature
.	O

We	O
also	O
explore	O
different	O
dosing	O
and	O
schedules	O
of	O
capecitabine	B-ChemicalEntity
administration	O
.	O

TAKE	O
HOME	O
MESSAGE	O
:	O
Capecitabine	B-ChemicalEntity
is	O
an	O
oral	O
prodrug	O
of	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
and	O
was	O
developed	O
to	O
fulfill	O
the	O
need	O
for	O
a	O
more	O
convenient	O
therapy	O
and	O
provide	O
an	O
improved	O
safety	O
/	O
efficacy	O
profile	O
.	O

It	O
has	O
shown	O
promising	O
results	O
alone	O
or	O
in	O
combination	O
with	O
other	O
chemotherapeutic	O
agents	O
in	O
colorectal	B-DiseaseOrPhenotypicFeature
,	O
breast	I-DiseaseOrPhenotypicFeature
,	O
pancreaticobiliary	I-DiseaseOrPhenotypicFeature
,	O
gastric	I-DiseaseOrPhenotypicFeature
,	O
renal	I-DiseaseOrPhenotypicFeature
cell	I-DiseaseOrPhenotypicFeature
and	I-DiseaseOrPhenotypicFeature
head	I-DiseaseOrPhenotypicFeature
and	I-DiseaseOrPhenotypicFeature
neck	I-DiseaseOrPhenotypicFeature
cancers	I-DiseaseOrPhenotypicFeature
.	O

The	O
most	O
commonly	O
reported	O
toxic	O
effects	O
of	O
capecitabine	B-ChemicalEntity
are	O
diarrhea	B-DiseaseOrPhenotypicFeature
,	O
nausea	B-DiseaseOrPhenotypicFeature
,	O
vomiting	B-DiseaseOrPhenotypicFeature
,	O
stomatitis	B-DiseaseOrPhenotypicFeature
and	O
hand	B-DiseaseOrPhenotypicFeature
-	O
foot	I-DiseaseOrPhenotypicFeature
syndrome	I-DiseaseOrPhenotypicFeature
.	O

Capecitabine	B-ChemicalEntity
has	O
a	O
well	O
-	O
established	O
safety	O
profile	O
and	O
can	O
be	O
given	O
safely	O
to	O
patients	B-OrganismTaxon
with	O
advanced	O
age	O
,	O
hepatic	B-DiseaseOrPhenotypicFeature
and	I-DiseaseOrPhenotypicFeature
renal	I-DiseaseOrPhenotypicFeature
dysfunctions	I-DiseaseOrPhenotypicFeature
.	O
Fluoxetine	B-ChemicalEntity
improves	O
the	O
memory	B-DiseaseOrPhenotypicFeature
deficits	I-DiseaseOrPhenotypicFeature
caused	O
by	O
the	O
chemotherapy	O
agent	O
5	B-ChemicalEntity
-	O
fluorouracil	I-ChemicalEntity
.	O

Cancer	B-DiseaseOrPhenotypicFeature
patients	O
who	O
have	O
been	O
treated	O
with	O
systemic	O
adjuvant	O
chemotherapy	O
have	O
described	O
experiencing	O
deteriorations	O
in	O
cognition	O
.	O

A	O
widely	O
used	O
chemotherapeutic	O
agent	O
,	O
5	B-ChemicalEntity
-	O
fluorouracil	I-ChemicalEntity
(	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
)	O
,	O
readily	O
crosses	O
the	O
blood	O
-	O
brain	O
barrier	O
and	O
so	O
could	O
have	O
a	O
direct	O
effect	O
on	O
brain	O
function	O
.	O

In	O
particular	O
this	O
anti	O
mitotic	O
drug	O
could	O
reduce	O
cell	O
proliferation	O
in	O
the	O
neurogenic	O
regions	O
of	O
the	O
adult	O
brain	O
.	O

In	O
contrast	O
reports	O
indicate	O
that	O
hippocampal	O
dependent	O
neurogenesis	O
and	O
cognition	O
are	O
enhanced	O
by	O
the	O
SSRI	B-ChemicalEntity
antidepressant	O
Fluoxetine	B-ChemicalEntity
.	O

In	O
this	O
investigation	O
the	O
behavioural	O
effects	O
of	O
chronic	O
(	O
two	O
week	O
)	O
treatment	O
with	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
and	O
(	O
three	O
weeks	O
)	O
with	O
Fluoxetine	B-ChemicalEntity
either	O
separately	O
or	O
in	O
combination	O
with	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
were	O
tested	O
on	O
adult	O
Lister	O
hooded	O
rats	B-OrganismTaxon
.	O

Behavioural	O
effects	O
were	O
tested	O
using	O
a	O
context	O
dependent	O
conditioned	O
emotional	O
response	O
test	O
(	O
CER	O
)	O
which	O
showed	O
that	O
animals	O
treated	O
with	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
had	O
a	O
significant	O
reduction	O
in	O
freezing	O
time	O
compared	O
to	O
controls	O
.	O

A	O
separate	O
group	O
of	O
animals	O
was	O
tested	O
using	O
a	O
hippocampal	O
dependent	O
spatial	O
working	O
memory	O
test	O
,	O
the	O
object	O
location	O
recognition	O
test	O
(	O
OLR	O
)	O
.	O

Animals	O
treated	O
only	O
with	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
showed	O
significant	O
deficits	O
in	O
their	O
ability	O
to	O
carry	O
out	O
the	O
OLR	O
task	O
but	O
co	O
administration	O
of	O
Fluoxetine	B-ChemicalEntity
improved	O
their	O
performance	O
.	O

5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
chemotherapy	O
caused	O
a	O
significant	O
reduction	O
in	O
the	O
number	O
of	O
proliferating	O
cells	O
in	O
the	O
sub	O
granular	O
zone	O
of	O
the	O
dentate	O
gyrus	O
compared	O
to	O
controls	O
.	O

This	O
reduction	O
was	O
eliminated	O
when	O
Fluoxetine	B-ChemicalEntity
was	O
co	O
administered	O
with	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
.	O

Fluoxetine	B-ChemicalEntity
on	O
its	O
own	O
had	O
no	O
effect	O
on	O
proliferating	O
cell	O
number	O
or	O
behaviour	O
.	O

These	O
findings	O
suggest	O
that	O
5	B-ChemicalEntity
-	O
FU	I-ChemicalEntity
can	O
negatively	O
affect	O
both	O
cell	O
proliferation	O
and	O
hippocampal	O
dependent	O
working	O
memory	O
and	O
that	O
these	O
deficits	O
can	O
be	O
reversed	O
by	O
the	O
simultaneous	O
administration	O
of	O
the	O
antidepressant	O
Fluoxetine	B-ChemicalEntity
.	O
TIEG1	B-GeneOrGeneProduct
deficiency	O
confers	O
enhanced	O
myocardial	O
protection	O
in	O
the	O
infarcted	B-DiseaseOrPhenotypicFeature
heart	I-DiseaseOrPhenotypicFeature
by	O
mediating	O
the	O
Pten	B-GeneOrGeneProduct
/	O
Akt	B-GeneOrGeneProduct
signalling	O
pathway	O
.	O

The	O
transforming	B-GeneOrGeneProduct
growth	I-GeneOrGeneProduct
factor	I-GeneOrGeneProduct
(	O
TGF	I-GeneOrGeneProduct
)	O
-	O
b	I-GeneOrGeneProduct
-	O
inducible	I-GeneOrGeneProduct
early	I-GeneOrGeneProduct
gene	I-GeneOrGeneProduct
-	O
1	I-GeneOrGeneProduct
(	O
TIEG1	B-GeneOrGeneProduct
)	O
plays	O
a	O
crucial	O
role	O
in	O
modulating	O
cell	O
apoptosis	O
and	O
proliferation	O
in	O
a	O
number	O
of	O
diseases	O
,	O
including	O
pancreatic	B-DiseaseOrPhenotypicFeature
cancer	I-DiseaseOrPhenotypicFeature
,	O
leukaemia	B-DiseaseOrPhenotypicFeature
and	O
osteoporosis	B-DiseaseOrPhenotypicFeature
.	O

However	O
,	O
the	O
functional	O
role	O
of	O
TIEG1	B-GeneOrGeneProduct
in	O
the	O
heart	O
has	O
not	O
been	O
fully	O
defined	O
.	O

In	O
this	O
study	O
,	O
we	O
first	O
investigated	O
the	O
role	O
of	O
TIEG1	B-GeneOrGeneProduct
in	O
ischaemic	B-DiseaseOrPhenotypicFeature
heart	I-DiseaseOrPhenotypicFeature
